Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
accantayogakkhemī	p		adj	comp						completely safe; absolutely free from bondage	в полной безопасности; абсолютно свободный от зависимости				accanta + yogakkhemī	atyanta +			(ANa) accantayogakkhemī'ti accantaṃ yogakkhemī, niccayogakkhemī'ti attho.		AN 7.61	pacalāyamānasuttaṃ	kittāvatā nu kho, bhante, bhikkhu saṃkhittena taṇhāsaṅkhayavimutto hoti accantaniṭṭho <b>accantayogakkhemī</b> accantabrahmacārī accantapariyosāno seṭṭho devamanussānan'ti?																	accantayogakkhem	ī adj	5			
accanta 1	ps		adj							complete; absolute; ultimate; lit. up to the end	полный; окончательный; досл. до конца				ati + anta	atyanta					SN 22.4	dutiyahāliddikānisuttaṃ	“vuttam’idaṃ, bhante, bhagavatā sakkapañhe — ‘ye te samaṇabrāhmaṇā taṇhāsaṅkhayavimuttā, te <b>accanta</b>-niṭṭhā <b>accanta</b>-yogakkhemino <b>accanta</b>-brahmacārino <b>accanta</b>-pariyosānā seṭṭhā devamanussānan’ti.				Thai		buddho susuddho karuṇā-mah’aṇṇavo, yo-<b>accanta</b>-suddhabbara-ñāṇa-locano, lokassa pāp’ūpakilesa-ghātako	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem							05n	accant	a adj	5			
accanta 2	p		adj	comp						extreme; severe; lit. beyond the limit	экстремальный; суровый; досл. за пределами				ati > aty > acc + anta	atyanta					DHP 162	attavaggo	yassa <b>accanta</b>-dussīlyaṃ, māluvā sālam'iv'otthataṃ,<br/>karoti so tath'attānaṃ, yathā naṃ icchatī diso.																	accant	a adj	5			
accayati 1	p		pr					trans	+acc	goes beyond; gets past; transcends; surpasses	выходит за рамки; проходит; превосходит; превышает		√i 1 a (to come, go)	√i + a > aya	ati > aty > acc + aya + ti	atīyate	√i	acceti		Kacc 514, 491 (e > aya)	SNP 41	duṭṭhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 3	sakañ'hi diṭṭhiṃ katham'<b>accayeyya</b>, chand'ānunīto ruciyā niviṭṭho,<br/>sayaṃ samattāni pakubbamāno, yathā hi jāneyya tathā vadeyya.																	accay	ati pr	5			
accayaṃ accayato deseti	p		idiom	masc + masc + pr						confesses a fault; lit. confess a fault as a fault	признает ошибку; досл. признает ошибку ошибкой										SN 11.24	accayasuttaṃ	tena kho pana samayena dve bhikkhū sampayojesuṃ, tatr'eko bhikkhu accasarā, atha kho so bhikkhu tassa bhikkhuno santike <b>accayaṃ accayato deseti</b>, so bhikkhu nappaṭiggaṇhāti.																	!	accaya deseti	5			
accaya 2	p		masc		acceti					fault; offence; transgression; lit. going beyond (the norm)	ошибка; нарушение; проступок; досл. выход за (рамки)		√i 1 a (to come, go)		ati + √i > ay + *a	atyaya	√i				MN 140	dhātuvibhaṅgasuttaṃ	<b>accayo</b> maṃ, bhante, accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo'haṃ bhagavantaṃ āvusovādena samudācaritabbaṃ amaññissaṃ.																	accay	a masc	5	2	373	
accayāsi	p		aor		atiyāti		impers	trans	+acc	went too far; overshot the mark	зашел слишком далеко; перешел границу		√yā 1 a (to go)		ati > aty > acc + a + √yā + si	atiyā	√yā	accasarā, ajjhaparaṃ			SN 48.42	uṇṇābhabrāhmaṇasuttaṃ	<b>accayāsi</b>, brāhmaṇa, pañhaṃ, n'āsakkhi pañhassa pariyantaṃ gahetuṃ.																	accay	āsi aor	5			
accayena 1	p		ind	adv, instr sg	accaya				+gen	after the passing (of); after the lapse (of); lit. with passing (of)	после прохождения; по истечении		√i 1 a (to come, go)		ati > aty > acc + √i > ay + *a + ena<br/>accaya + ena	atyāsam	√i				MN 55	jīvakasuttaṃ	so tassā rattiyā <b>accayena</b> pubb’aṇhasamayaṃ nivāsetvā pattacīvaram’ādāya yena tassa gahapatissa vā gahapatiputtassa vā nivesanaṃ ten’upasaṅkamati.																	-		5	13	242	
accayena 2	s	5	ind	adv, instr sg	accaya				+gen	after the death (of); after the passing away; lit. with going beyond	после смерти; после ухода; досл. с уходом		√i 1 a (to come, go)		ati + √i > ay + *a + ena	atyāsam	√i																DN 16.36	mahāparinibbānasuttaṃ	yo vo, ānanda, mayā dhammo ca vinayo ca desito paññatto, so vo mam’<b>accayena</b> satthā.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	29n	-		5	13	242	[sound:accayena.mp3]
accayo accagamā	p		idiom	masc + imperf						is at fault; lit. fault has overcome	провинился; досл. ошибка охватила										MN 140	dhātuvibhaṅgasuttaṃ	<b>accayo</b> maṃ, bhante, <b>accagamā</b> yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo'haṃ bhagavantaṃ āvusovādena samudācaritabbaṃ amaññissaṃ.																	!	accaya accagamā	5			
accasarā	p		imperf		atisarati			intrans		had given offence; had transgressed; had overstepped; lit. had gone to far	обидел; нарушил; перешел границы; досл. зашел слишком далеко		√sar 1 a (to go, flow)		ati + a + √sar + ā	atyāsṛ	√sṛ				SN 11.24	accayasuttaṃ	tena kho pana samayena dve bhikkhū sampayojesuṃ, tatr'eko bhikkhu <b>accasarā</b>, atha kho so bhikkhu tassa bhikkhuno santike accayaṃ accayato deseti, so bhikkhu nappaṭiggaṇhāti.																	!accasar	ā imperf	5			
accādhāya	s		ger		acchādhāti			trans	+acc	placing; lit. putting on	кладя; помещая; досл. ставя		√dhā 1 a (to place, support)		ati + ā + √dhā + ya	atyādhā	√dhā										MN 107	gaṇakamoggallānasuttaṃ	rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappeyyāsi pāde pādaṃ <b>accādhāya</b> sato sampajāno uṭṭhānasaññaṃ manasikaritvā	Anupubba-sikkhā	The Gradual Training	Teachings							18n	-		5			
accāyata	p		adj		āyata					too tight; too sharply tuned; overstretched	слишком тугой; слишком резко настроенный; перенапряженный		√yam 1 a (to support, stretch)		ati > aty > acc + ā + √yam + ta<br/>ati + āyata	ati + āyata	√yam		(ANa) accāyatā’ti atiāyatā kharamucchanā.		AN 6.55	soṇasuttaṃ	taṃ kiṃ maññasi, soṇa, yadā te vīṇāya tantiyo <b>accāyatā</b> honti, api nu te vīṇā tasmiṃ samaye saravatī vā hoti kammaññā vā'ti?																	accāyat	a adj	5			
accāyika	p		adj		accaya					urgent; pressing; extraordinary	срочный; неотложный; чрезвычайный		√i 1 a (to come, go)		ati + √i > ay + *a + *ika<br/>accaya + *ika	ātyayika	√i				VIN PAT PC 85	vikālagāmappavesana sikkhāpada	yo pana bhikkhu, santaṃ bhikkhuṃ anāpucchā, vikāle gāmaṃ paviseyya, aññatra tathārūpā <b>accāyikā</b> karaṇīyā, pācittiyaṃ.																	accāyik	a adj	5			
accāraddha	p		adj	comp	āraddha					overly aroused; over-stimulated; too forcefully applied	чрезмерно пробужденный; сверх-стимулированный; слишком сильно приложенный		√rabh 1 a (to begin)		ati + ā + √rādh + ta	ati + ārabdha	√rabh		(ANa) accāraddhan'ti atigāḷhaṃ		AN 6.55	soṇasuttaṃ	evam'evaṃ kho, soṇa, <b>accāraddha</b>-vīriyaṃ uddhaccāya saṃvattati, atisithilavīriyaṃ kosajjāya saṃvattati.																	accāraddh	a adj	5			
accāraddhavīriya	p		nt	comp						overly aroused energy; effort too forcefully applied	чрезмерно возбужденная энергия; слишком сильное приложение усилия				ati > aty > acc + āraddha + vīriya	ati + ārabdha + vīrya			(ANa) accāraddhan’ti atigāḷhaṃ.		AN 6.55	soṇasuttaṃ	evam'evaṃ kho, soṇa, <b>accāraddhavīriyaṃ</b> uddhaccāya saṃvattati, atisithilavīriyaṃ kosajjāya saṃvattati.																	accāraddhavīriy	a nt	5			
accikā	p		fem		accati					flame	пламя		√acc 1 a (to shine, praise)		√acc + ikā	arci	√arc				SN 12.63	puttamaṃsūpamasuttaṃ	seyyathā’pi, bhikkhave, aṅgāra-kāsu sādhika-porisā puṇṇā aṅgārānaṃ vīt’<b>accikānaṃ</b> vīta-dhūmānaṃ.																	accik	ā fem	5			
accī	p		fem							flame	пламя		√acc 1 a (to shine, praise)		√acc + ī	arci	√arc				MN 43	mahāvedallasuttaṃ	seyyathā'pi, āvuso, telappadīpassa jhāyato <b>acciṃ</b> paṭicca ābhā paññāyati, ābhaṃ paṭicca <b>acci</b> paññāyati																	acc	ī fem	5			
accuta 1	pp		adj	pp	na cavati	neg				everlasting; eternal; stable; epithet of Nibbāna; lit. not falling away; not vanishing	вечный; бесконечный; постоянный; эпитет Ниббаны; досл. не исчезающий		√cu 1 a (to fall away, die)		na + √cu + ta	acyuta	√cyu		(NIDD2 2.8) accutan'ti niccaṃ dhuvaṃ sassataṃ avipariṇāmadhamman'ti		SN 22.95	pheṇapiṇḍūpamasuttaṃ	jaheyya sabbasaṃyogaṃ, kareyya saraṇ’attano, <br/>careyy’ādittasīso’va, patthayaṃ <b>accutaṃ</b> padan’ti.				SNP 63	hemaka māṇava pucchā<br/>pārāyanavaggo 8	idha diṭṭhasutamutaviññātesu, piyarūpesu hemaka,<br/>chandarāgavinodanaṃ, nibbānapadam'<b>accutaṃ</b>.											accut	a adj	5			
acceka	p		adj	abbrev	accāyika, acceti					urgent; pressing; extraordinary	настойчивый; настоятельный; необычный		√i 1 a (to come, go)		ati + √i > ay + *a + *ika<br/>accaya + *ika<br/>accāyika > acceka	ātyayika	√i	accāyika	(VIN 1.4.28) accekacīvaraṃ nāma senāya vā gantu'kāmo hoti, pavāsaṃ vā gantu'kāmo hoti, gilāno vā hoti, gabbhinī vā hoti, assaddhassa vā saddhā uppannā hoti, appasannassa vā pasādo uppanno hoti		VIN PAT NP 28	accekacīvara sikkhāpada	das’āh’ānāgataṃ kattika-temāsika-puṇṇamaṃ, bhikkhuno pan'eva <b>acceka</b>-cīvaraṃ uppajjeyya																	accek	a adj	5			
accekacīvara	p		nt	comp						extraordinary robe; robe-cloth that has been offered urgently	необычное одеяние; ткань для одежды что была предложена настойчиво				acceka + cīvara	ātyayika + cīvara			(VIN 1.4.28) accekacīvaraṃ nāma senāya vā gantu'kāmo hoti, pavāsaṃ vā gantu'kāmo hoti, gilāno vā hoti, gabbhinī vā hoti, assaddhassa vā saddhā uppannā hoti, appasannassa vā pasādo uppanno hoti		VIN PAT NP 28	accekacīvara sikkhāpada	das’āh’ānāgataṃ kattika-temāsika-puṇṇamaṃ, bhikkhuno pan'eva <b>accekacīvaraṃ</b> uppajjeyya																	accekacīvar	a nt	5			
acceti 1	p		pr					intrans		passes by; goes past	протекает; проходит; уходит		√i 1 a (to come, go)	√i + a > e	ati > aty > acc + e + ti	atyeti	√i		(SNa) accentī'ti atikkamanti.	ati > aty > acc	SN 1.4	accentisuttaṃ	<b>accenti</b> kālā tarayanti rattiyo,<br/>vayoguṇā anupubbaṃ jahanti,<br/>etaṃ bhayaṃ maraṇe pekkhamāno,<br/>puññāni kayirātha sukh'āvahānī'ti.																	acc	eti pr	5			
acchati 2	pp		pr					intrans		lives; stays; remains; lit. sits	живет; остается; пребывает; досл. сидит		√ās 1 a (to sit)	√ās + a > āsa > accha	accha + ti	āsyati	√ās				TH 257	pārāpariyattheragāthā	“sabba-kāruka-sippāni, cittiṃ katvāna sikkhare.<br/>avūpasantā ajjhattaṃ, sāmaññ’attho’ti <b>acchati</b> .				VIN 1.2.8	duṭṭhadosa sikkhāpada	ye te bhikkhū tiracchānakathikā kāyadaḷhibahulā viharanti tesam’pi ekajjhaṃ sen'āsanaṃ paññapeti — “im’āyap’ime āyasmanto ratiyā <b>acchissantī</b>”ti.											acch	ati pr	5			
accharaṃ paharati	p		idiom	fem + pr						snap one's fingers	щелкает пальцами										MN 152	indriyabhāvanāsuttaṃ	seyyathā’pi, ānanda, balavā puriso appakasiren’eva <b>accharaṃ</b> <b>pahareyya</b>																	!	accharā paharati	5			
accharāsaṅghaparivuta	p		adj	comp						surrounded by a retinue of celestial nymphs; accompanied by an entourage of female divinities	в окружении свиты небесных нимф; в сопровождении свиты божеств женского пола				accharā + saṅgha + parivuta	apsaras + saṃgha + parivṛtta			(SNa) accharāsaṅghaparivutā'ti accharā'ti devadhītānaṃ nāmaṃ, tāsaṃ samūhena parivutā.		SN 1.11	nandanasuttaṃ	bhūtapubbaṃ, bhikkhave, aññatarā tāvatiṃsakāyikā devatā nandane vane <b>accharāsaṅghaparivutā</b> dibbehi pañcahi kāmaguṇehi samappitā samaṅgībhūtā paricāriyamānā tāyaṃ velāyaṃ imaṃ gāthaṃ abhāsi																	accharāsaṅghaparivut	a adj	5			
accharā 1	p		fem							finger tips; finger snap	легкий удар пальцами; щелчок пальцами				accha + rā	acchaṭā					MN 152	indriyabhāvanāsuttaṃ	seyyathā’pi, ānanda, balavā puriso appakasiren’eva <b>accharaṃ</b> pahareyya																	acchar	ā fem	5			
accharā 2	pp		fem							celestial nymph; female nature divinity	небесная нимфа; божество женского пола					apsaras			(SNa) accharāsaṅghaparivutā'ti accharā'ti devadhītānaṃ nāmaṃ, tāsaṃ samūhena parivutā.	(MW) from ap + √sṛ, going in the waters or between the waters of the clouds	SN 1.11	nandanasuttaṃ	bhūtapubbaṃ, bhikkhave, aññatarā tāvatiṃsakāyikā devatā nandane vane <b>accharā</b>-saṅghaparivutā dibbehi pañcahi kāmaguṇehi samappitā samaṅgībhūtā paricāriyamānā tāyaṃ velāyaṃ imaṃ gāthaṃ abhāsi				SN 1.46	accharāsuttaṃ	<b>accharā</b>-gaṇasaṅghuṭṭhaṃ,<br/>pisācagaṇasevitaṃ,<br/>van'antaṃ mohanaṃ nāma,<br/>kathaṃ yātrā bhavissatī'ti.											acchar	ā fem	5			
acchariyaṃ	p		ind	excl, acc sg	acchariya					wonderful!; marvellous!; unbelievable!	чудесно!; удивительно!; невероятно!				accharā + iya + aṃ<br/>acchariya + aṃ	āścarya					AN 4.45	rohitassasuttaṃ	<b>acchariyaṃ</b>, bhante, abbhutaṃ, bhante!																	-		5			
acchariya 1	p		adj		accharā					wonderful; marvellous; lit. like a nymph	чудесный; изумительный; досл. как нимфа				accharā + iya	āścarya					MN 26	pāsarāsisuttaṃ	apissu maṃ, bhikkhave, imā an-<b>acchariyā</b> gāthāyo paṭibhaṃsu pubbe assutapubbā																	acchariy	a adj	5	11	338	
accha 1	p		adj							bright; clear; transparent	яркий; чистый; прозрачный					accha				(MW) a + √chad (to cover)	MN 39	mahāassapurasuttaṃ	seyyathā’pi pabbatasaṅkhepe udakarahado <b>accho</b> vippasanno anāvilo. tattha cakkhumā puriso tīre ṭhito passeyya sippi-sambukam’pi sakkharakathalam’pi macchagumbam’pi, carantam’pi tiṭṭhantam’pi.																	acch	a adj	5			
acchādana	p		nt		acchādeti					clothing; clothes; lit. covering	одежда; одеяние; досл. покрытие		√chad 8 *e (to cover, conceal)		ā + √chad > chād + *ana	ācchādana	√chad				SN 47.8	sūdasuttaṃ	sa kho so, bhikkhave, bālo abyatto akusalo sūdo na c'eva lābhī hoti <b>acchādanassa</b>, na lābhī vetanassa, na lābhī abhihārānaṃ. taṃ kissa hetu?																	acchādan	a nt	5			
acchādeti 1	pp	6	pr					trans	+acc	dresses; clothes; give clothes (to)	одевает; покрывает; дает одежду		√chad 8 *e (to cover, conceal)	√chad + *e > chāde	ā + chāde + ti	ācchādayati	√chad		(VIN 1.4.8) acchādessāmī'ti dassāmi.		VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	“iminā cīvaracetāpannena cīvaraṃ cetāpetvā itthan’nāmaṃ bhikkhuṃ cīvarena <b>acchādessāmī</b>”ti										VIN PAT NP 10	rāja sikkhāpada	‘yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamatāyasmā kālena, cīvarena taṃ <b>acchādessatī’</b>ti. 					acchād	eti pr	5	6	15	
acchādetvā	s		abs		acchādeti			trans	+acc	having dressed (in); having clothed oneself (in); having put on	одевшись (в); укрывшись (в); надев		√chad 8 *e (to cover, conceal)	√chad + *e > chāde	ā + chāde + tvā	ācchad	√chad										MN 27	cūḷahatthipadopamasuttaṃ	yan’nūn’āhaṃ kesamassuṃ ohāretvā kāsāyāni vatthāni <b>acchādetvā</b> agārasmā anagāriyaṃ pabbajeyyan’ti.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	-		5	8	113	
acchādesi 1	p		aor		acchādeti			trans	+acc	dressed; clothed; lit. covered	одел; покрыл; досл. укрыл		√chad 8 *e (to cover, conceal)	√chad + *e > chāde	ā + chāde + si	ācchad	√chad				MN 52	aṭṭhakanāgarasuttaṃ	ekam’ekañ'ca bhikkhuṃ paccekaṃ dussayugena <b>acchādesi</b>																	acchād	esi aor	5			
acchādesi 2	p		aor		acchādeti			intrans		pleased; gave pleasure (to the palate)	радовал; доставлял удовольствие (на вкус)		√chand 8 *e (to desire, please)	√chand + *e > chāde	ā + chāde + si	acachadat	√chad				DN 27.3	aggaññasuttaṃ	tesaṃ rasapathaviṃ aṅguliyā sāyataṃ <b>acchādesi</b>, taṇhā ca tesaṃ okkami.																	acchād	esi aor	5			
acchidda	ps		adj	pp	na chindati	neg				unbroken; flawless; without cracks	ненарушенный; безупречный; без трещин		√chid 2 ṃa (to cut, steal)		na + √chid + ta	acchidra	√chid				AN 6.55	soṇasuttaṃ	seyyathā’pi, bhante, selo pabbato <b>acchiddo</b> asusiro ekagghano. atha puratthimāya ce'pi disāya āgaccheyya bhusā vātavuṭṭhi n'eva naṃ saṅkampeyya na sampakampeyya na sampavedheyya				MN 48	kosambiyasuttaṃ	bhikkhu yāni tāni sīlāni akhaṇḍāni <b>acchiddāni</b> asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhi-saṃvattanikāni 	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings							26n	acchidd	a adj	5			
acchiddavutti	p		adj	comp						with flawless behaviour; with unbroken livelihood	с безупречным поведением; честно зарабатывающий на жизнь				acchidda + vutti	acchidra + vṛtti					DHP 229	kodhavaggo	yaṃ ce viññū pasaṃsanti,<br/>anuvicca suve suve,<br/><b>acchiddavuttiṃ</b> medhāviṃ,<br/>paññāsīlasamāhitaṃ.																	acchiddavutt	i adj	5			
acchindati 2	p		pr					trans	+acc	takes back; snatches; tears away	берет назад; забирает; вырывает		√chid 2 ṃa (to cut, steal)	√chid + ṃa > chinda	ā + chinda + ti	accchinatti	√chid				VIN PAT NP 25	cīvarācchindana sikkhāpada	yo pana bhikkhu bhikkhussa sāmaṃ cīvaraṃ datvā, kupito anattamano, <b>acchindeyya</b> vā acchindāpeyya vā, nissaggiyaṃ pācittiyaṃ.																	acchind	ati pr	5			
