Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
anubyañjanaggāhī	s		adj	comp						enticed by the details; grasping the secondary characteristics					anubyañjana + gāhī	anuvyañjana + gṛhāya											MN 107	gaṇakamoggallānasuttaṃ	‘ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimitta-ggāhī hohi mā-<b>anubyañjanaggāhī</b>.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anubyañjanaggāh	ī adj	5			
anubyañjana 1	s		nt		byañjana					secondary characteristic; detail			√añj 8 *e (to distinguish)		anu + vi + √añj + ana	anuvyañjana	√añc										MN 107	gaṇakamoggallānasuttaṃ	‘ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimitta-ggāhī hohi m’<b>ānubyañjana</b>-ggāhī.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anubyañjan	a nt	5			
anubrūhanta	s		prp		anubrūhati			intrans		continuously increasing; spreading; cultivating; developing			√brūh 1 a (to increase)	√brūh + a > brūha	anu + brūha + nta	bṛṃhayitR	√bṛh √bṛṃh										TH 257	pārāpariyattheragāthā	araññe rukkhamūlesu, kandarāsu guhāsu ca.<br/>vivekam’<b>anubrūhantā</b>, vihaṃsu tap’parāyanā	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							13n	anubrūh	anta prp	5			
anubrūhayati	ps		pr		anubrūhati		caus	trans	+acc	fosters; nurtures; develops; lit. causes to increase			√brūh 1 *aya (to increase)	√brūh + aya > brūhaya (caus)	anu + brūhaya + ti	bṛṃhayati	√bṛh √bṛṃh				DHP 075	bālavaggo	aññā hi lābh'ūpanisā, aññā nibbānagāminī,<br/>evam'etaṃ abhiññāya, bhikkhu buddhassa sāvako,<br/>sakkāraṃ n'ābhinandeyya, vivekam'<b>anubrūhaye</b>.				MN 131	bhaddekarattasuttaṃ	paccuppannañ’ca yaṃ dhammaṃ, tattha tattha vipassati. asaṃhīraṃ asaṅkuppaṃ, taṃ vidvā m-<b>anubrūhaye</b>.	Bhadd’eka-ratta	A single Excellent Night	Verses							16n	anubrūhay	ati pr	5			
anumānetabba	s		ptp		anumāneti		caus	trans		can be permitted; should be obtained the permission; to be approved			√mān 8 *e (to worship)	√mān + *e > māne	anu + māne + tabba		√mān										PAT PK	dhammayuttika-pubbakicca	uposathakammassa pattakallattaṃ viditvā idāni kariyamāno uposatho saṅghena <b>anumānetabbo</b>.	pubbakicca	Preliminary duty	International Pātimokkha							80n	anumānetabb	a ptp	5			
anumodati	ps		pr					trans	+acc	approves (of); appreciates; applauds; is pleased (by)			√mud 1 a (to be soft, happy)	√mud + *a > moda	anu + moda + ti	anumodate	√mud				AN 3.68	kathāvatthusuttaṃ	anusūyāyamāno so, samma'd'aññāya bhāsati,<br/>subhāsitaṃ <b>anumodeyya</b>, dubbhaṭṭhe n'āpasādaye.				AN 5.36	kāladānasuttaṃ	ye tattha <b>anumodanti</b>, veyyāvaccaṃ karonti vā. na tena dakkhiṇā ūnā, te’pi puññassa bhāgino.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	anumod	ati pr	5			
anumodanā	s		fem	abstr						rejoicing (in merit); thanksgiving; appreciation; blessing			√mud 1 a (to be soft, happy)		anu + √mud > mod + *anā		√mud										Thai		mayā dinnāna-puññānaṃ <b>anumodana</b>-hetunā, sabbe sattā sadā hontu averā sukha-jīvino, khemappadañ’ca pappontu tesāsā sijjhataṃ subhā	Sabba-patti-dāna		Sharing of Merits							69n	anumodan	ā fem	5			
anuyutta 2	ps		adj	pp	anuyuñjati					devoted to; applied oneself to; practised; doing			√yuj 2 ṃa (to join, yoke)		anu + √yuj + ta	anu + yukta	√yuj				TH 257	pārāpariyattheragāthā	“n’<b>ānuyuttā</b> tathā eke, muṇḍā saṅghāṭi-pārutā.<br/>sambhāvanaṃ-yev’icchanti, lābhasakkāra-mucchitā.				MN 107	gaṇakamoggallānasuttaṃ	ehi tvaṃ, bhikkhu, jāgariyaṃ <b>anuyutto</b> viharāhi, divasaṃ caṅkamena nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anuyutt	a adj	5			
anuyoga	ps		masc		anuyuñjati				+gen	practice of; devotion to; pursuit of; doing; lit. joining with			√yuj 2 ṃa (to join, yoke)		anu + √yuj > yog + *a	anuyoga	√yuj				AN 10.73	iṭṭhadhammasuttaṃ	sajjhāya-kiriyā bāhusaccassa āhāro, sussūsā paripucchā paññāya āhāro, <b>anuyogo</b> paccavekkhaṇā dhammānaṃ āhāro				MN 51	kandarakasuttaṃ	dūteyya-pahiṇagamana-<b>anuyogā</b> paṭivirato hoti, kayavikkayā paṭivirato hoti, tulākūṭa-kaṃsakūṭa-mānakūṭā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anuyog	a masc	5	2	85	
anurakkhati	ps		pr					trans	+acc	guards; protects			√rakkh 1 a (to protect)	√rakkh + a > rakkha	anu + rakkha + ti	anurakkhaṇā	√rakṣ				DHP 327	nāgavaggo	appamādaratā hotha, sacittam'<b>anurakkhatha</b>,<br/>duggā uddharath'attānaṃ, paṅke sanno'va kuñjaro.				SNP 8	mettasuttaṃ<br/>uragavaggo 8	mātā yathā niyaṃ puttaṃ,  āyusā eka-puttam’<b>anurakkhe</b>,  <br/>evam’pi sabba-bhūtesu,  mānasam’bhāvaye aparimāṇaṃ.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	anurakkh	ati pr	5			
anusāsanī	s	5	fem	act	anusāsati					advice; instruction; teaching			√sās 1 a (to teach, instruct)		anu + √sās + anī	anuśāsti	√śās																MN 19	dvedhāvitakkasuttaṃ	etāni, bhikkhave, rukkhamūlāni, etāni suññāgārāni. jhāyatha, bhikkhave, mā pamād’attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ <b>anusāsanī</b>’ti.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	15n	anusāsan	ī fem	5	8	88	[sound:anusāsanī.mp3]
anussati	ps		fem	abstr	anussarati					memory (of); recollection (of)			√sar 1 a (to remember)		anu + √sar + ti	anusmṛti	√smṛ				MN 39	mahāassapurasuttaṃ	so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigat’ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivās’<b>ānussati</b>-ñāṇāya cittaṃ abhininnāmeti.				SN 46.3 (simpl)	sīlasuttaṃ	savanam’p’āhaṃ, upasaṅkamanam’p’āhaṃ, payirupāsanam’p’āhaṃ, <b>anussatim</b>’p’āhaṃ, anupabbajjam’p’āhaṃ	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings							20n	anussat	i fem	5			
anussarati 1	psp	3	pr					trans	+acc	remembers; recollects			√sar 1 a (to remember)	√sar + a > sara	anu + sara + ti	anusmṛ	√smṛ				MN 4	bhayabheravasuttaṃ	so aneka-vihitaṃ pubbe-nivāsaṃ <b>anussarāmi</b>, seyyath’idaṃ — ekam’pi jātiṃ dve’pi jātiyo tisso’pi jātiyo catasso’pi jātiyo pañca’pi jātiyo dasa’pi jātiyo vīsam’pi jātiyo tiṃsam’pi jātiyo 				SN 46.3	sīlasuttaṃ	so tathā vūpakaṭṭho viharanto taṃ dhammaṃ <b>anussarati</b> anuvitakketi	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings	AN 3.71	uposathasuttaṃ	idha, visākhe, ariyasāvako dhammaṃ <b>anussarati</b> — ‘svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko ehipassiko opaneyyiko paccattaṃ veditabbo viññūhī’ti.				20n	anussar	ati pr	5	3	356	[sound:anussarati.mp3]
anussaranta	ps		prp		anussarati			trans	+acc	remembering; recollecting			√sar 1 a (to remember)	√sar + a > sara	anu + sara + nta	anusmṛ	√smṛ				DHP 364	bhikkhuvaggo	dhamm’ārāmo dhammarato, dhammaṃ anuvicintayaṃ, <br/>dhammaṃ <b>anussaraṃ</b> bhikkhu, saddhammā na parihāyati.				TH 257	pārāpariyattheragāthā	“saritvā pubbake yogī, tesaṃ vattam’<b>anussaraṃ</b>.<br/>kiñ’c’āpi pacchimo kālo, phuseyya amataṃ padaṃ.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							13n	anussar	anta prp	5	10	100	
anuvattī	s		masc	agent	anuvattati					following; acting according to; obedient to			√vatt 1 a (to be, proceed)		anu + √vatt + ī	anuvartin	√vṛt (to move on, turn)										DHP 086	paṇḍitavaggo	ye ca kho sammad-akkhāte, dhamme dhamm’<b>ānuvattino</b>, te janā pāram’essanti, maccudheyyaṃ suduttaraṃ.	Ti-lakkhaṇā	The Three Characteristics	Verses							10n	anuvatt	ī masc	5			
anuvicca	ps		ger		anuvijjati			trans	+acc	investigating; finding out; learning about; knowing about			√vid 3 ya (to know, understand)		anu + √vid + tya	anuvid	√vid				DHP 229	kodhavaggo	yaṃ ce viññū pasaṃsanti, <b>anuvicca</b> suve suve,<br/>acchidda-vuttiṃ medhāviṃ, paññāsīla-samāhitaṃ.				AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho maṃ <b>anuvicca</b> viññū sabrahmacārī sīlato na upavadantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	-		5			
anuvitakketi	ps		pr					trans	+acc	reflects on; considers carefully			√takk 8 *e (to think)	√takk + e > takke	anu + vi + takke + ti	anu + vitarkayati	√tark				MN 19	dvedhāvitakkasuttaṃ	yaññad'eva, bhikkhave, bhikkhu bahulam’<b>anuvitakketi</b> anuvicāreti, tathā tathā nati hoti cetaso.				SN 46.3	sīlasuttaṃ	so tathā vūpakaṭṭho viharanto taṃ dhammaṃ anussarati <b>anuvitakketi</b>	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings							20n	anuvitakk	eti pr	5			
anu 1	ps		prefix	prep						(of space) along; beside						anu							bhūtapubbaṃ, bhikkhave, kummo kacchapo sāyanhasamayaṃ <b>anu-</b>nadītīre gocarapasuto ahosi. siṅgālopi kho, bhikkhave, sāyanhasamayaṃ <b>anu-</b>nadītīre gocarapasuto ahosi.						ath’āyaṃ itarā pajā – tīram’eva-<b>anu</b>-dhāvati			Prefixes							99n	-		5			
anu 3	ps		prefix							following; after; along with						anu			anucaṅkamanta – going along, following after	anupabbajja - going forth after<br/>anuga – following, going after<br/>anupassī - observer (of), follower (of), lit. follow-see-er			 <b>anu-</b>caṅkamante’pi <b>anu</b>-vicarante’pi<br/> imā <b>an’</b>acchariyā gāthāyo paṭibhaṃsu						<b>anu-</b>ssatim’p’āhaṃ, <b>anu-</b>pabbajjam’p’āhaṃ<br/>attha-cintā vasa-<b>anu</b>-gā <br/>bhikkhu kāye kāya-<b>anu-</b>passī viharati			Prefixes							99n	-		5			
anūpaghāta	s		masc		na upaghāta	neg				not harming; not hurting; non-violence			√ghaṭ 8 *e (to strike, kill)		na > an + upa + √ghaṭ > ghāṭ + *a	na + upaghāta	√han √ghaṭ			with metrically lengthened ū							DHP 185	buddhavaggo	anūpavādo <b>anūpaghāto</b>, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ’ca sayan’āsanaṃ, <br/>adhicitte ca āyogo, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses							09n	anūpaghāt	a masc	5			
anūpavāda	s		masc		na upavāda	neg				not blaming; not insulting; nor abusing			√vad 1 a (to say, speak)		na + upa + √vad + *a	na + upavāda	√vad			with metrically lengthened ū							DHP 185	buddhavaggo	<b>anūpavādo</b> anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ’ca sayan’āsanaṃ, <br/>adhicitte ca āyogo, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses							09n	anūpavād	a masc	5			
aneka	ps		adj		eka	neg				many; various; countless; lit. not one					na + eka	aneka					SN 35.95	mālukyaputtasuttaṃ	tassa vaḍḍhanti vedanā, <b>anekā</b> rūpa-sambhavā. abhijjhā ca vihesā ca, cittam’ass’ūpahaññati. evaṃ ācinato dukkhaṃ, ārā nibbānam’uccati.				DHP 153	jarāvaggo	<b>aneka</b>-jātisaṃsāraṃ, sandhāvissaṃ anibbisaṃ, <br/>gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses							06n	an	eka adj	5	11	265	
anekajāti	s		adj	comp						with many births; having multiple lives					aneka + jāti	aneka + jāti											DHP 153	jarāvaggo	<b>anekajāti</b>-saṃsāraṃ, sandhāvissaṃ anibbisaṃ, <br/>gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses							06n	anekajāt	i adj	5			
anekajātisaṃsāra	s		adj	comp						with many lifetimes in the round of birth					aneka + jāti + saṃsāra	aneka + jāti + saṃsāra											DHP 153	jarāvaggo	<b>anekajātisaṃsāraṃ</b>, sandhāvissaṃ anibbisaṃ, <br/>gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses							06n	anekajātisaṃsār	a masc	5			
anoka 1	s		adj		na oka	neg				homeless; without worldly attachment			√uc 3 ya (to comfort)		na + √uc > ok + *a	na + oka	√uc										DHP 087	paṇḍitavaggo	kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito, <br/>okā <b>anokam</b>’āgamma, viveke yattha dūramaṃ.	Ti-lakkhaṇā	The Three Characteristics	Verses							10n	anok	a adj	5			
antakiriyā	ps		fem	comp						relief; making an end; ending					anta + kiriyā	anta + kriyā					AN 4.45	rohitassasuttaṃ	na c’āhaṃ, āvuso, appatvā’va lokassa antaṃ dukkhassa <b>antakiriyaṃ</b> vadāmi.				MN 79	cūḷasakuludāyisuttaṃ	appevanām’imassa kevalassa dukkhakkhandhassa <b>antakiriyā</b> paññāyethā’ti	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem							05n	antakiriy	ā fem	5			
antaguṇa	ps		nt	comp						mesentery; lit. intestine string					anta + guṇa						SN 20.10	biḷārasuttaṃ	tam'enaṃ biḷāro gahetvā sahasā asaṅkhāditvā ajjhohari. tassa so mudumūsi antam'pi khādi, <b>antaguṇam</b>'pi khādi.				DN 22.5	mahāsatipaṭṭhānasuttaṃ	antaṃ <b>antaguṇaṃ</b> udariyaṃ karīsaṃ pittaṃ semhaṃ pubbo lohitaṃ sedo medo assu vasā kheḷo siṅghāṇikā lasikā muttaṃ matthaluṅgan’ti	Dvattiṃs’ākāra-paccavekkhaṇa	The Thirty-Two Parts	Reflections							35n	antaguṇ	a nt	5			
antamaso	ps		ind	adv, abl sg	antama					even so much as; even with; even down to; with as little as					antama + so	antamaśah, antaśas					VIN PAT PA 1	methunadhamma sikkhāpada	yo pana bhikkhu, bhikkhūnaṃ sikkhā-sājīva-samāpanno, sikkhaṃ appaccakkhāya dubbalyaṃ anāvikatvā, methunaṃ dhammaṃ patiseveyya, <b>antamaso</b> tiracchānagatāya'pi, pārājiko hoti asaṃvāso.				MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā dhammikā dhammaladdhā <b>antamaso</b> pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings							26n	-		5	13	122	
antaradhāna	ps		nt		antaradhāyati					disappearance; lit. putting between; hiding			√dhā 1 a (to place, support)		antara + √dhā + na<br/>antara + dhāna	antardhāna	√dhā				SN 20.7	āṇisuttaṃ	evam'etesaṃ, bhikkhave, sutt'antānaṃ tathāgatabhāsitānaṃ gambhīrānaṃ gambhīr'atthānaṃ lok'uttarānaṃ suññatappaṭisaṃyuttānaṃ <b>antaradhānaṃ</b> bhavissati.				SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhā tamhā sattanikāyā cuti cavanatā bhedo <b>antaradhānaṃ</b> maccu maraṇaṃ kālakiriyā khandhānaṃ bhedo kaḷevarassa nikkhepo jīvit’indriyass'upacchedo, idaṃ vuccati maraṇaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	antaradhān	a nt	5			
antarāya	ps		masc						+dat	obstacle; danger; lit. coming in-between			√i 1 a (to come, go)		antara + √i > ay + *a	antarāya	√i				DHP 286	maggavaggo	'idha vassaṃ vasissāmi, idha hem’anta-gimhisu; <br/>iti bālo vicinteti, <b>antarāyaṃ</b> na bujjhati.'				Trad		sabb’ītiyo vivajjantu, sabba-rogo vinassatu, mā te bhavatv’<b>antarāyo</b>, sukhī dīgh’āyuko bhava.	Yathā vāri-vahā		Thanksgiving Recitations							40n	antarāy	a masc	5	2	84	
antarāvosāna	s		nt	comp						ceasing on half-way; stop in between					antarā + vosāna												AN 7.24	dutiyasattakasuttaṃ	na oramattakena vises'ādhigamena <b>antarāvosānaṃ</b> āpajjissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings							27n	antarāvosān	a nt	5			
antarā 1	ps		ind	prep, abl sg	antara				+acc +loc	in between; mid-way; along the way					anta + ra + ā	antarā					DN 1.1	brahmajālasuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>antarā</b> ca rājagahaṃ antarā ca nāḷandaṃ addhānamaggappaṭipanno hoti mahatā bhikkhusaṅghena saddhiṃ pañcamattehi bhikkhusatehi				AN 7.24	dutiyasattakasuttaṃ	na oramattakena vises'ādhigamena <b>antarā</b>-vosānaṃ āpajjissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings							27n	-		5			
antalikkha	ps		nt	comp						sky; air; lit. situated between (earth and heaven)			√khi 1 a (to live, abide peacefully)		antara > antari > antali + √khi + a	antarikṣa	√kṣi				DHP 127	pāpavaggo	na <b>antalikkhe</b> na samuddamajjhe, na pabbatānaṃ vivaraṃ pavissa. <br/>na vijjatī so jagatippadeso, yattha-ṭṭhito mucceyya pāpakammā.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yān’īdha bhūtāni samāgatāni,  bhummāni vā yāni va <b>antalikkhe</b>. <br/>sabb’eva bhūtā sumanā bhavantu,  atho'pi sakkacca suṇantu bhāsitaṃ.	Ratana-sutta		Protective Recitations							52n	antalikkh	a nt	5			
antalikkhe	ps		ind	adv, loc sg	antalikkha					in the sky; in the air			√khi 1 a (to live, abide peacefully)		antara > antari > antali + √khi + a + e<br/>antalikkha + e	antarikṣe	√kṣi	antaḷikkhe			DHP 128	pāpavaggo	na <b>antalikkhe</b> na samuddamajjhe, na pabbatānaṃ vivaraṃ pavissa,<br/>na vijjatī so jagatippadeso, yatthaṭṭhitaṃ nappasaheyya maccu.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yān’īdha bhūtāni samāgatāni,  bhummāni vā yāni va <b>antalikkhe</b>. <br/>sabb’eva bhūtā sumanā bhavantu,  atho'pi sakkacca suṇantu bhāsitaṃ.	Ratana-sutta		Protective Recitations							52n	-		5			
anta 1	ps		masc							end; finish; conclusion; goal						anta					AN 4.45	rohitassasuttaṃ	na c’āhaṃ, āvuso, appatvā’va lokassa <b>antaṃ</b> dukkhassa anta-kiriyaṃ vadāmi.				MN 79	cūḷasakuludāyisuttaṃ	appevanām’imassa kevalassa dukkhakkhandhassa <b>anta</b>-kiriyā paññāyethā’ti	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem							05n	ant	a masc	5	2	239	
anta 2	ps		nt							intestine; entrails						āntra					VIN 4.8.206	seṭṭhiputtavatthu	jīvako … janaṃ ussāretvā tirokaraṇiyaṃ parikkhipitvā thambhe upanibandhitvā bhariyaṃ purato ṭhapetvā udara-cchaviṃ uppāṭetvā <b>anta</b>-gaṇṭhiṃ nīharitvā bhariyāya dassesi				DN 22.5	mahāsatipaṭṭhānasuttaṃ	<b>antaṃ</b> antaguṇaṃ udariyaṃ karīsaṃ pittaṃ semhaṃ pubbo lohitaṃ sedo medo assu vasā kheḷo siṅghāṇikā lasikā muttaṃ matthaluṅgan’ti	Dvattiṃs’ākāra-paccavekkhaṇa	The Thirty-Two Parts	Reflections							35n	ant	a nt	5			
anta 3	ps		masc							end; side; extreme						anta					DHP 286	maggavaggo	'idha vassaṃ vasissāmi, idha hem’<b>anta</b>-gimhisu; <br/>iti bālo vicinteti, antarāyaṃ na bujjhati.'				SN 56.11	dhammacakkappavattanasuttaṃ	dve’me, bhikkhave, <b>antā</b> pabbajitena na sevitabbā.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	ant	a masc	5	2	239	
antima	ps		adj	superl	anta					very last; final; ultimate					anta + ima	antima					DHP 351	taṇhāvaggo	niṭṭhaṅ’gato asantāsī, vītataṇho anaṅgaṇo, <br/>acchindi bhavasallāni, <b>antimo</b>’yaṃ samussayo.				SN 56.11	dhammacakkappavattanasuttaṃ	ñāṇañ’ca pana me dassanaṃ udapādi — ‘akuppā me vimutti, ayam’<b>antimā</b> jāti, n’atthi-dāni punabbhavo’ti.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	antim	a adj	5			
anto	ps		ind	prep						inside; within						antar					SN 35.241	paṭhamadārukkhandhopamasuttaṃ	na manussa-ggāho gahessati, na amanussa-ggāho gahessati, na āvaṭṭa-ggāho gahessati, na <b>anto</b>-pūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbāna-ninnā bhavissatha nibbāna-poṇā nibbāna-pabbhārā.				VIBH 4.1.1	dukkhasaccaṃ	aññatar’aññatarena byasanena samannāgatassa, aññatar’aññatarena dukkha-dhammena phuṭṭhassa; soko, socanā, socitattaṃ, <b>anto</b>-soko <b>anto</b>-parisoko	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	-		5			
antoparisoka	s		masc	comp						severe internal grief; strong personal sadness; heartache					anto + parisoka	antaḥ + pari + śoka											VIBH 4.1.1	dukkhasaccaṃ	aññatar’aññatarena byasanena samannāgatassa, aññatar’aññatarena dukkha-dhammena phuṭṭhassa; soko, socanā, socitattaṃ, antosoko <b>antoparisoko</b>	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	antoparisok	a masc	5			
antosoka	s		masc	comp						internal grief; personal sadness; heartache					anto + soka	antar + śoka											VIBH 4.1.1	dukkhasaccaṃ	aññatar’aññatarena byasanena samannāgatassa, aññatar’aññatarena dukkha-dhammena phuṭṭhassa; soko, socanā, socitattaṃ, <b>antosoko</b> antoparisoko	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	antosok	a masc	5			
andha 2	ps		adj							blind; sightless; visually impaired						andha					SN 46.55	saṅgāravasuttaṃ	seyyathā'pi, brāhmaṇa, udapatto āvilo luḷito kalalībhūto <b>andha</b>-kāre nikkhitto. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ na jāneyya na passeyya.				Trad		saccaṃ vihāya mati-saccaka-vāda-ketuṃ, vād’ābhiropita-manaṃ ati-<b>andha</b>-bhūtaṃ, paññā-padīpa-jalito jitavā mun’indo	Jaya-maṅgala-aṭṭha-gāthā		Protective Recitations							60n	andh	a adj	5			
anvā	ps		prefix							(prefix)					anu + ā	anu + ā							seyyathā’pi usabho chinna-visāṇo sūrato sudanto suvinīto rathiyāya rathiyaṃ siṅghāṭakena siṅghāṭakaṃ <b>anvā-</b>hiṇḍanto na kiñci hiṃsati pādena vā visāṇena vā						yatv’ādhikaraṇam’enaṃ cakkhu’ndriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā <b>anvā-</b>ssaveyyuṃ tassa saṃvarāya paṭipajjāhi			Prefixes							99n	-		5			
anvāssavati	s		pr					intrans		attack; overwhelm; lit. stream in; flood			√su 1 a (to flow)	√su + *a > sava	anu + ā + sava + ti	anu + āsravati	√sru										MN 107	gaṇakamoggallānasuttaṃ	yatv’ādhikaraṇam’enaṃ cakkhu’ndriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā <b>anvāssaveyyuṃ,</b> tassa saṃvarāya paṭipajjāhi;	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anvāssav	ati pr	5			
an 1	ps		prefix			neg				not; (negative prefix before vowels)					na > an	an, ana							‘abhijjhālu vā <b>an-</b>abhijjhālu nu kho bahulaṃ viharāmi? <br/>byāpanna-citto vā abyāpanna-citto nu kho bahulaṃ viharāmi?						tasmā’t’iha, bhikkhave, vīriyaṃ ārabhatha appattassa pattiyā, <b>an-</b>adhigatassa adhigamāya, asacchikatassa sacchikiriyāya.			Prefixes							99n	-		5			
apa	ps		prefix							away from; down; opposite; wrongly						apa			apasādeti – disparages, puts down<br/>apanāmeti - diverts, sidetracks, lit: bends wrongly<br/>apavadati – disrespects; lit: speaks wrongly	apacaya – decrease, lit. 'not accumulation'<br/>apeta – gone, without, free (from)<br/>apagata – without, lit. gone away			 aṭṭhika-saṅkhalikaṃ <b>apa-</b>gata-maṃsa-lohitaṃ<br/> ñatvā nevussādeyya, na <b>apa-</b>sādeyya, dhammam’eva deseyya<br/>bahiddhā kathaṃ <b>apa</b>-nāmeti<br/>mante ek'aṃsena <b>apa</b>-vadati						<b>apa-</b>cayāya saṃvattanti, no ācayāya<br/>chuḍḍho <b>ape</b>ta-viññāṇo			Prefixes							99n	-		5			
apakaṭṭha	ns		adj	pp					+abl	drawn away; removed (from)			√kas 1 a (to drag, draw)		apa + √kas + ta	apakṛṣṭa	√kṛṣ				MN 91	brahmāyusuttaṃ	na ca kāyasmiṃ allīnaṃ na ca kāyasmā <b>apakaṭṭhaṃ</b>, na ca tassa bhoto gotamassa kāyamhā vāto cīvaraṃ apavahati				Thai		yo cakkhumā moha-mal’<b>āpakaṭṭho</b>, sāmaṃ va buddho sugato vimutto, mārassa pāsā vinimocayanto, pāpesi khemaṃ janataṃ vineyyaṃ	Nama-kāra-siddhi-gāthā		Protective Recitations							49n	apakaṭṭh	a adj	5			
apacaya	ps		masc		apacināti					decrease; reduction; dispersal; discarding; less; lit. not accumulation			√ci 5 nā (to gather, accumulate)		apa + √ci > cay + *a	apacaya	√ci				SN 12.61	assutavāsuttaṃ	dissati, bhikkhave, imassa cātumahābhūtikassa kāyassa ācayo’pi <b>apacayo</b>’pi ādānam’pi nikkhepanam’pi.				AN 8.53	saṃkhittasuttaṃ	<b>apacayāya</b> saṃvattanti, no ācayāya; app’icchatāya saṃvattanti, no mah’icchatāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings							24n	apacay	a masc	5			
